ReviewTitle,ReviewBody,Sentiment
"Good all-rounder.
","Beat BT earphones go for it best sound and best noise cancellation. Good for students and music wow. Great battery life upto 7 hrs with 75% volume. Good remote control can take calls and and change the tracks. Good for calling also. Good mic I love it.
",Positive
"Honest review
","Ok guysSound is 3 out of 5 only bass no serious good soundSound is not very high for pubgThe biggest problem is that i ise iphone and it beeps very much while increasing or decreasing volume, changing song playing paise even while dragging it , it feels very bad and it is very annoying . My honest advice is that it should’ve been not priced for more than 1000 rupees
",Negative
"Over all its a good deal if you buy this in 1000rs.
","In 1000rs sound quality is very good. Bass in this price is very good.Pro-Sound qualityBass(sometime over)Price(1000rs in sale)Battery backupCon-Build quality is not that good, it is ok.Microphone quality is not that much good.Very good for base lovers.Over all its a good deal if you buy this in 1000rs
",Positive
"Great product
","I bought this product for Rs.1000 from Amazon as it was on an offer. I must say it's such a wonderful product at this price. It's been more than 1 month now and I am using it for more than 3 hours everyday and no issues as of now. Great sound quality, good battery life, great product at this value.
",Positive
"Worth the price
","The product is highly light weight, suitable for joggers & gymnasium freaks. Also since it is Sweat proof & water proof makes it highly compatible with the above mentioned users. The bass is terrific. The noise cancellation is up to the mark. Supports Google Assistant with a one second press of the power key.Got it for 1499 just a little over 24 hours of order.'v'
",Positive
"not good not bad
","Overall its a good headset.. but it have some major drawbacks.. as a music lover i felt that the bass is good enough but the other things are a bit low. and while playing pubg and using voice chat it automatically reduces the surrounding sounds and i can't hear footsteps and gunshots clearly.. so i think these two are a major problem.
",Positive
"Worth for 1299rs not more than that
","I got this earphone for 949 RS. It is worth for price. Sound quality is very good and bass is also very much high. And design and color is also very attractive. it is little bit uncomfortable for running. Because of very long size its bounced while running.Good for gym and crossfit workout. You can buy upto 1299 RS.
",Positive
"Too much Bass
","Too much bass effecting the sound quality. Mid and treble are nowhere balancesand has to use equilizer. Not recommended if you want to listen old Hindi songs else good for current remixes trend.
",Neutral
"Priced very high, Go for jbl wireless earphone for 2k
","Bluetooth connectivity is not as expected.Brought for 990rs and now it's for 2k that's way too much. People are not fool, if they have 2k budget then they'll go for jbl wireless earphone for 2000 rs instead.I believe review should be with respect to current price only which is 2k...
",Positive
"Totally disappointed with only replacement policy!!!
","The length of the wire is too long and it's quite inconvenient while it's not plugged into the ears! And there is no return.yiu have to live with what you have got.thwre is only replacement with the same model of same brand allowed.thats unfortunate.Iam totally disappointed.how can I predict the feel of the wire length before ordering and tried testing it once?!
",Negative
"Got issues within 24hrs... Returned
","Got this product from amazon but replacing it with 24hrs as bluetooth stop working..I had to keep my phone about half hand distance for Bluetooth to connect.. Sound quality and look n feel is awesome..hoping to get a replacement with a defect free product. Got a replaced one and returing that eithin 10 days as bluetooth stoped working
",Positive
"Reviewing after around 6 month of use ....
","Its pretty decent wireless earpiece at this price range , brought it for 999 rs1.Sound quality is good at first but now its become avarage ,2. Bass is good3. Battery backup is also good at first its runs around 6-7 hours but now 4-5 hours5. True sweat proofing , even i have used it under heavy rain but its work fine till now6. Avarege build quality
",Positive
